%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point_id,field.x,field.y,field.z,field.range,field.velocity,field.doppler_bin,field.bearing,field.intensity
1571299394789149493,870019,1571299394767971249,ti_mmwave,30,0.04296875,0.009765625,0.0,0.0435719527304,0.0,8,12.804265976,27.0842094421
1571299394789151577,870020,1571299394767974862,ti_mmwave,31,0.0859375,0.01953125,0.0,0.0871439054608,0.0,8,12.804265976,27.0842094421
1571299394789153474,870021,1571299394767978504,ti_mmwave,32,0.099609375,0.0859375,0.0,0.130715861917,0.0,8,40.785823822,24.7856655121
1571299394789155342,870022,1571299394767982097,ti_mmwave,33,10.97265625,0.6875,0.0,10.980132103,0.0,8,3.58522295952,7.78151273727
1571299394789157348,870023,1571299394767986188,ti_mmwave,34,6.890625,8.623046875,0.0,11.0237035751,0.0,8,51.3718605042,10.0
1571299394789159193,870024,1571299394767989910,ti_mmwave,35,7.330078125,8.310546875,0.0,11.067276001,0.0,8,48.5870246887,10.0
1571299394789161306,870025,1571299394767993581,ti_mmwave,36,8.078125,-7.6484375,0.0,11.1108474731,0.0,8,-43.4349327087,15.6820173264
1571299394801905656,870026,1571299394801063774,ti_mmwave,0,0.015625,-0.041015625,0.0,0.0435719527304,0.0,8,-69.1455459595,27.8675136566
1571299394802050294,870027,1571299394801103493,ti_mmwave,2,0.044921875,0.123046875,0.0,0.130715861917,0.0,8,69.9439086914,24.8287353516
1571299394802053078,870028,1571299394801108812,ti_mmwave,3,0.873046875,0.02734375,0.0,0.871439039707,0.0,8,1.79391229153,10.4139270782
1571299394802055363,870029,1571299394801113098,ti_mmwave,4,0.916015625,0.029296875,0.0,0.915010988712,0.0,8,1.8318631649,12.5527248383
1571299394802057623,870030,1571299394801117101,ti_mmwave,5,0.958984375,0.029296875,0.0,0.958582937717,0.0,8,1.74983596802,10.0
1571299394802061312,870031,1571299394801121627,ti_mmwave,6,1.5,0.287109375,0.0,1.52501833439,0.0,8,10.8357114792,9.54242515564
1571299394802063513,870032,1571299394801126135,ti_mmwave,7,2.380859375,-1.619140625,0.0,2.87574887276,0.0,8,-34.2182731628,18.8081359863
1571299394802066202,870033,1571299394801130050,ti_mmwave,8,2.416015625,-1.64453125,0.0,2.91932082176,0.0,8,-34.2422981262,23.4830493927
1571299394802068130,870034,1571299394801133816,ti_mmwave,9,2.453125,-1.66796875,0.0,2.96289277077,0.0,8,-34.2132072449,25.0105934143
